State Code,State Name,County Code,County Name,Year,"Total Population total population of area, in thousands","Public Supply population served by groundwater, in thousands","Public Supply population served by surface water, in thousands","Public Supply total population served, in thousands","Public Supply self-supplied groundwater withdrawals, fresh, in Mgal/d","Public Supply self-supplied groundwater withdrawals, saline, in Mgal/d","Public Supply total self-supplied withdrawals, groundwater, in Mgal/d","Public Supply self-supplied surface-water withdrawals, fresh, in Mgal/d","Public Supply self-supplied surface-water withdrawals, saline, in Mgal/d","Public Supply total self-supplied withdrawals, surface water, in Mgal/d","Public Supply total self-supplied withdrawals, fresh, in Mgal/d","Public Supply total self-supplied withdrawals, saline, in Mgal/d","Public Supply total self-supplied withdrawals, total, in Mgal/d","Public Supply deliveries to domestic, in Mgal/d","Public Supply deliveries to commercial, in Mgal/d","Public Supply deliveries to industrial, in Mgal/d","Public Supply deliveries to thermoelectric, in Mgal/d","Public Supply total deliveries, in Mgal/d","Public Supply public use and losses, in Mgal/d","Public Supply per capita use, in gallons/person/day","Public Supply reclaimed wastewater, in Mgal/d",Public Supply number of facilities,"Domestic self-supplied groundwater withdrawals, fresh, in Mgal/d","Domestic self-supplied groundwater withdrawals, saline, in Mgal/d","Domestic total self-supplied withdrawals, groundwater, in Mgal/d","Domestic self-supplied surface-water withdrawals, fresh, in Mgal/d","Domestic self-supplied surface-water withdrawals, saline, in Mgal/d","Domestic total self-supplied withdrawals, surface water, in Mgal/d","Domestic total self-supplied withdrawals, fresh, in Mgal/d","Domestic self-supplied population, in thousands","Domestic deliveries from public supply, in Mgal/d","Domestic total self-supplied withdrawals, saline, in Mgal/d","Domestic per capita use, public-supplied, in gallons/person/day","Domestic total self-supplied withdrawals, in Mgal/d","Domestic total self-supplied withdrawals plus deliveries, in Mgal/d","Domestic consumptive use, fresh, in Mgal/d","Domestic consumptive use, saline, in Mgal/d","Domestic total consumptive use, in Mgal/d","Domestic per capita use, self-supplied, in gallons/person/day","Domestic reclaimed wastewater, in Mgal/d","Commercial self-supplied groundwater withdrawals, fresh, in Mgal/d","Commercial self-supplied groundwater withdrawals, saline, in Mgal/d","Commercial total self-supplied withdrawals, groundwater, in Mgal/d","Commercial self-supplied surface-water withdrawals, fresh, in Mgal/d","Commercial self-supplied surface-water withdrawals, saline, in Mgal/d","Commercial total self-supplied withdrawals, surface water, in Mgal/d","Commercial total self-supplied withdrawals, fresh, in Mgal/d","Commercial total self-supplied withdrawals, saline, in Mgal/d","Commercial total self-supplied withdrawals, in Mgal/d","Commercial deliveries from public supply, in Mgal/d","Commercial total self-supplied withdrawals plus deliveries, in Mgal/d","Commercial consumptive use, fresh, in Mgal/d","Commercial consumptive use, saline, in Mgal/d","Commercial total consumptive use, in Mgal/d","Commercial reclaimed wastewater, in Mgal/d","Industrial self-supplied groundwater withdrawals, fresh, in Mgal/d","Industrial self-supplied groundwater withdrawals, saline, in Mgal/d","Industrial total self-supplied withdrawals, groundwater, in Mgal/d","Industrial self-supplied surface-water withdrawals, fresh, in Mgal/d","Industrial self-supplied surface-water withdrawals, saline, in Mgal/d","Industrial total self-supplied withdrawals, surface water, in Mgal/d","Industrial total self-supplied withdrawals, fresh, in Mgal/d","Industrial total self-supplied withdrawals, saline, in Mgal/d","Industrial total self-supplied withdrawals, in Mgal/d","Industrial deliveries from public supply, in Mgal/d","Industrial total self-supplied withdrawals plus deliveries, in Mgal/d","Industrial consumptive use, fresh, in Mgal/d","Industrial consumptive use, saline, in Mgal/d","Industrial total consumptive use, in Mgal/d","Industrial reclaimed wastewater, in Mgal/d",Industrial number of facilities,"Livestock self-supplied groundwater withdrawals, fresh, in Mgal/d","Livestock self-supplied surface-water withdrawals, fresh, in Mgal/d","Livestock total self-supplied withdrawals, fresh, in Mgal/d","Livestock consumptive use, fresh, in Mgal/d","Irrigation, Crop self-supplied groundwater withdrawals for crops, fresh, in Mgal/d","Irrigation, Crop self-supplied surface-water withdrawals for crops, fresh, in Mgal/d","Irrigation, Crop total self-supplied withdrawals for crops, fresh, in Mgal/d","Irrigation, Crop consumptive use for crops, fresh, in Mgal/d","Irrigation, Crop conveyance loss for crops, in Mgal/d","Irrigation, Crop sprinkler irrigation for crops, in thousand acres","Irrigation, Crop microirrigation for crops, in thousand acres","Irrigation, Crop surface irrigation for crops, in thousand acres","Irrigation, Crop total irrigation for crops, in thousand acres","Irrigation, Crop reclaimed wastewater for crops, in Mgal/d"
6,California,49,Modoc County,2000,9.45,3.93,0,3.93,1.14,-,-,0,-,-,1.14,-,-,-,-,-,-,-,-,-,-,-,0.38,-,-,0.04,-,-,0.42,5.52,-,-,-,-,-,-,-,-,76,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,0.64,0.81,1.45,-,78.7,158,236.7,-,-,50.5,0,36,86.5,-
6,California,49,Modoc County,2005,9.524,1.562,2.342,3.904,0.4,0,0.4,0.6,0,0.6,1,0,1,1.8,-,-,-,-,-,256,-,-,0.81,-,-,0.2,-,-,1.01,5.62,1.8,-,461,-,2.81,-,-,-,180,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.25,0,0.25,0,0,0,0.25,0,0.25,-,-,-,-,-,-,-,0.51,0.65,1.16,-,-,-,-,-,-,-,-,-,-,-
6,California,49,Modoc County,2010,9.686,4.25,0.14,4.39,1.27,0,1.27,0.02,0,0.02,1.29,0,1.29,0.72,-,-,-,-,-,294,-,-,0.36,-,-,0.04,-,-,0.4,5.296,0.72,-,164,-,1.12,-,-,-,76,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,-,-,-,-,-,0,-,0.41,0.52,0.93,-,62.6,190.17,252.77,-,-,81.24,0,57.86,139.1,-
6,California,49,Modoc County,2015,8.965,-,-,4.432,0.58,0,0.58,0.02,0,0.02,0.6,0,0.6,0.4,-,-,0,-,-,135,-,-,0.39,-,-,0.04,-,-,0.43,4.533,0.4,-,90,-,0.83,-,-,-,95,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,-,-,-,-,-,0,0,0.36,0.46,0.82,-,120.6,50.56,171.16,128.74,-,111.98,5.44,54.23,171.65,0
6,California,51,Mono County,1985,9.09,3.24,5.76,9,1.25,-,-,2.46,-,-,3.71,-,-,2.26,0.85,0,0,3.11,-,-,-,-,0,-,-,0,-,-,0,0.09,2.26,-,251,-,2.26,0.59,-,-,0,-,0,-,-,0,-,-,0,-,-,0.85,-,0.21,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,51,Mono County,1990,9.96,0.8,0,0.8,0.21,-,-,0.1,-,-,0.31,-,-,0.13,0.13,0,0,0.26,-,-,-,28,0.17,-,-,0.52,-,-,0.69,9.16,0.13,-,163,-,0.82,0.21,-,-,75,-,0,-,-,9.37,-,-,9.37,-,-,0.13,-,0,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,51,Mono County,1995,10.55,3.94,4.82,8.76,1.03,0,1.03,1.64,0,1.64,2.67,0,2.67,1.29,0.53,0,0,1.82,0.85,305,0,5,0.12,0,0.12,0.01,0,0.01,0.13,1.79,1.29,0,147,0.13,1.42,0.43,0,0.43,73,-,0.19,0,0.19,9.37,0,9.37,9.56,0,9.56,0.53,10.09,0.14,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,51,Mono County,2000,12.85,3.06,4.15,7.21,1.27,-,-,2.13,-,-,3.4,-,-,-,-,-,-,-,-,-,-,-,0.38,-,-,0.04,-,-,0.42,5.64,-,-,-,-,-,-,-,-,74,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,0.08,0.1,0.18,-,76.1,103.3,179.4,-,-,24.8,18.7,0.5,44,-
6,California,51,Mono County,2005,12.509,2.171,7.756,9.927,0.68,0,0.68,2.41,0,2.41,3.09,0,3.09,2.31,-,-,-,-,-,311,-,-,0.89,-,-,0.15,-,-,1.04,2.582,2.31,-,233,-,3.35,-,-,-,403,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,0.05,0.06,0.11,-,-,-,-,-,-,-,-,-,-,-
6,California,51,Mono County,2010,14.202,2.94,8.95,11.89,1.45,0,1.45,1.53,0,1.53,2.98,0,2.98,1.63,-,-,-,-,-,251,-,-,0.09,-,-,0.03,-,-,0.12,2.312,1.63,-,137,-,1.75,-,-,-,52,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.03,0,0.03,0,0,0,0.03,0,0.03,-,-,-,-,-,0,-,0.05,0.06,0.11,-,51.4,162.77,214.17,-,-,69.96,0,1.35,71.31,-
6,California,51,Mono County,2015,13.909,-,-,11.969,0.44,0,0.44,1.54,0,1.54,1.98,0,1.98,1.21,-,-,0,-,-,165,-,-,0.13,-,-,0.04,-,-,0.17,1.94,1.21,-,101,-,1.38,-,-,-,88,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.03,0,0.03,0,0,0,0.03,0,0.03,-,-,-,-,-,0,1,0.03,0.04,0.07,-,41.11,17.23,58.34,43.97,-,29.48,0,8.25,37.73,0
6,California,53,Monterey County,1985,329.8,293.95,0.25,294.2,46.97,-,-,0.04,-,-,47.01,-,-,28.68,10.81,0.64,0,40.13,-,-,-,-,2.43,-,-,0.24,-,-,2.67,35.6,28.68,-,97,-,31.35,8.15,-,-,75,-,0.92,-,-,0.09,-,-,1.01,-,-,10.81,-,3.28,-,-,-,20.43,0,20.43,0,95.97,95.97,20.43,95.97,116.4,0.64,117.04,5.11,0.29,5.4,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,53,Monterey County,1990,355.66,252.36,35.11,287.47,30.56,-,-,3.68,-,-,34.24,-,-,21.22,10.97,1.94,0,34.13,-,-,-,170,4.6,-,-,0.51,-,-,5.11,68.19,21.22,-,74,-,26.33,6.85,-,-,75,-,0,-,-,0,-,-,0,-,-,10.97,-,0,-,-,-,0,0,0,0,25.38,25.38,0,25.38,25.38,1.94,27.32,0,0,0,0,145,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,53,Monterey County,1995,361.8,294.91,32.77,327.68,36.73,0,36.73,3.79,0,3.79,40.52,0,40.52,25.53,17.16,1.45,0,44.14,-3.62,124,0,35,2.3,0,2.3,0.26,0,0.26,2.56,34.12,25.53,0,78,2.56,28.09,7.61,0,7.61,75,-,0.79,0,0.79,0,0,0,0.79,0,0.79,17.16,17.95,4.46,0,4.46,0,1.09,0,1.09,0.03,25.38,25.41,1.12,25.38,26.5,1.45,27.95,0.74,6.35,7.09,0,136,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,53,Monterey County,2000,401.76,329.49,2.48,331.97,43.28,-,-,0.19,-,-,43.47,-,-,-,-,-,-,-,-,-,-,-,4.71,-,-,0.52,-,-,5.23,69.79,-,-,-,-,-,-,-,-,75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.7,0,5.7,0,0,0,5.7,0,5.7,-,-,-,-,-,-,-,0.93,1.19,2.12,-,742.8,87.5,830.3,-,-,169.3,181.3,77,427.6,-
6,California,53,Monterey County,2005,412.104,24.391,324.055,348.446,6.13,0,6.13,81.49,0,81.49,87.62,0,87.62,29.38,-,-,-,-,-,251,-,-,11.82,-,-,1.32,-,-,13.14,63.658,29.38,-,84,-,42.52,-,-,-,206,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.12,0,0.12,0,0,0,0.12,0,0.12,-,-,-,-,-,-,-,0.54,0.7,1.24,-,-,-,-,-,-,-,-,-,-,-
6,California,53,Monterey County,2010,415.057,374.83,0.8,375.63,48.18,0,48.18,0.19,0,0.19,48.37,0,48.37,28.9,-,-,-,-,-,129,-,-,1.82,-,-,0.2,-,-,2.02,39.427,28.9,-,77,-,30.92,-,-,-,51,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.16,0,2.16,0,0,0,2.16,0,2.16,-,-,-,-,-,0,-,0.45,0.58,1.03,-,476.69,0,476.69,-,-,168.32,180.22,76.51,425.05,5.5
6,California,53,Monterey County,2015,433.898,-,-,387.551,37.99,0.18,38.17,0.06,0,0.06,38.05,0.18,38.23,25.99,-,-,0,-,-,99,-,-,2.44,-,-,0.27,-,-,2.71,46.347,25.99,-,67,-,28.7,-,-,-,58,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.16,0,2.16,0,0,0,2.16,0,2.16,-,-,-,-,-,0,11,0.42,0.55,0.97,-,117.58,49.29,166.87,133.28,-,117.77,117.49,27.07,262.33,10.56
6,California,55,Napa County,1985,103.42,14.73,81.82,96.55,2.87,-,-,15.96,-,-,18.83,-,-,11.49,4.33,0.34,0,16.16,-,-,-,-,0.46,-,-,0.06,-,-,0.52,6.87,11.49,-,119,-,12.01,3.12,-,-,76,-,0.17,-,-,0.02,-,-,0.19,-,-,4.33,-,1.18,-,-,-,0.79,0,0.79,0,0,0,0.79,0,0.79,0.34,1.13,0.29,0,0.29,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,55,Napa County,1990,110.77,7.81,74.54,82.35,2.02,-,-,14.99,-,-,17.01,-,-,13.72,2.56,0.63,0,16.91,-,-,-,44,0.92,-,-,1.21,-,-,2.13,28.42,13.72,-,167,-,15.85,4.12,-,-,75,-,0,-,-,0.45,-,-,0.45,-,-,2.56,-,0,-,-,-,0,0,0,0,0,0,0,0,0,0.63,0.63,0,0.05,0.05,0,38,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,55,Napa County,1995,117.8,8.94,90.43,99.37,2.02,0,2.02,14.24,0,14.24,16.26,0,16.26,10.36,3.28,0.01,0,13.65,2.61,164,0,8,1.24,0,1.24,0.14,0,0.14,1.38,18.43,10.36,0,104,1.38,11.74,3.22,0,3.22,75,-,0,0,0,0.45,0,0.45,0.45,0,0.45,3.28,3.73,0.85,0,0.85,0.15,1.15,0,1.15,0.04,0.05,0.09,1.19,0.05,1.24,0.01,1.25,0.35,0.01,0.36,0,39,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,55,Napa County,2000,124.28,1.81,102.52,104.33,0.47,-,-,18.78,-,-,19.25,-,-,-,-,-,-,-,-,-,-,-,1.35,-,-,0.15,-,-,1.5,19.95,-,-,-,-,-,-,-,-,75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.06,0,6.06,0,0,0,6.06,0,6.06,-,-,-,-,-,-,-,0.09,0.11,0.2,-,12.2,39.4,51.6,-,-,6.2,30.8,0,37,-
6,California,55,Napa County,2005,132.764,5.064,110.027,115.091,0.8,0,0.8,17.31,0,17.31,18.11,0,18.11,10.89,-,-,-,-,-,157,-,-,1.33,-,-,0,-,-,1.33,17.673,10.89,-,95,-,12.22,-,-,-,75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,0.07,0.09,0.16,-,-,-,-,-,-,-,-,-,-,-
6,California,55,Napa County,2010,136.484,1.45,117.13,118.58,1.02,0,1.02,17.52,0,17.52,18.54,0,18.54,11,-,-,-,-,-,156,-,-,0.92,-,-,0.2,-,-,1.12,17.904,11,-,93,-,12.12,-,-,-,63,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.55,0,7.55,0,0,0,7.55,0,7.55,-,-,-,-,-,0,-,0.06,0.07,0.13,-,47.82,20.08,67.9,-,-,7.41,36.71,0,44.12,0
6,California,55,Napa County,2015,142.456,-,-,125.354,0.11,0,0.11,15.17,0,15.17,15.28,0,15.28,8.8,-,-,0,-,-,122,-,-,0.77,-,-,0.17,-,-,0.94,17.102,8.8,-,70,-,9.74,-,-,-,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.55,0,7.55,0,0,0,7.55,0,7.55,-,-,-,-,-,0,83,0.07,0.09,0.16,-,71.83,30.11,101.94,87.13,-,2.04,47.64,0.27,49.95,0.43
6,California,57,Nevada County,1985,67.97,11.43,33.29,44.72,2.61,-,-,6.94,-,-,9.55,-,-,5.83,2.2,0.63,0,8.66,-,-,-,-,1.5,-,-,0.24,-,-,1.74,23.25,5.83,-,130,-,7.57,1.97,-,-,75,-,0.57,-,-,0.09,-,-,0.66,-,-,2.2,-,0.96,-,-,-,0.02,0,0.02,0.03,0,0.03,0.05,0,0.05,0.63,0.68,0.34,0,0.34,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,57,Nevada County,1990,78.51,5.99,36.18,42.17,1.04,-,-,10.83,-,-,11.87,-,-,6.28,1.82,0.35,0,8.45,-,-,-,23,0.66,-,-,2.07,-,-,2.73,36.34,6.28,-,149,-,9.01,2.6,-,-,75,-,0,-,-,0,-,-,0,-,-,1.82,-,0,-,-,-,0,0,0,0,0,0,0,0,0,0.35,0.35,0.01,0,0.01,0,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,57,Nevada County,1995,86.6,19.79,40.17,59.96,3.81,0,3.81,8.38,0,8.38,12.19,0,12.19,8.52,1.92,0.35,0,10.79,1.4,203,0,21,1.8,0,1.8,0.2,0,0.2,2,26.64,8.52,0,142,2,10.52,2.95,0,2.95,75,-,0,0,0,0.22,0,0.22,0.22,0,0.22,1.92,2.14,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0.35,0.35,0.1,0,0.1,0,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,57,Nevada County,2000,92.03,18.86,50.6,69.46,5.09,-,-,9.56,-,-,14.65,-,-,-,-,-,-,-,-,-,-,-,1.52,-,-,0.17,-,-,1.69,22.57,-,-,-,-,-,-,-,-,75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,0.1,0.12,0.22,-,4,26.5,30.5,-,-,2.1,0.8,6.2,9.1,-
6,California,57,Nevada County,2005,98.394,13.947,42.981,56.928,4.23,0,4.23,13.04,0,13.04,17.27,0,17.27,18.15,-,-,-,-,-,303,-,-,11.81,-,-,0.16,-,-,11.97,41.466,18.15,-,319,-,30.12,-,-,-,289,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,0.05,0.06,0.11,-,-,-,-,-,-,-,-,-,-,-
6,California,57,Nevada County,2010,98.764,18.03,47.53,65.56,4.98,0,4.98,11.17,0,11.17,16.15,0,16.15,11.14,-,-,-,-,-,246,-,-,1.94,-,-,0.55,-,-,2.49,33.204,11.14,-,170,-,13.63,-,-,-,75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.08,0,0.08,0,0,0,0.08,0,0.08,-,-,-,-,-,0,-,0.06,0.07,0.13,-,2.2,25.17,27.37,-,-,2.39,0.95,7,10.34,2.28
6,California,57,Nevada County,2015,98.877,-,-,69.522,4.13,0,4.13,7.31,0,7.31,11.44,0,11.44,6.95,-,-,0,-,-,165,-,-,2.42,-,-,0.69,-,-,3.11,29.355,6.95,-,100,-,10.06,-,-,-,106,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.08,0,0.08,0,0,0,0.08,0,0.08,-,-,-,-,-,0,1,0.05,0.06,0.11,-,33.26,13.94,47.2,36.01,-,5.02,2.17,4.35,11.54,0.05
6,California,59,Orange County,1985,2122.1,1874.83,145.24,2020.07,427.35,-,-,37.84,-,-,465.19,-,-,283.77,106.99,35.72,0.67,427.15,-,-,-,-,6.43,-,-,1.22,-,-,7.65,102.03,283.77,-,140,-,291.42,75.77,-,-,75,-,2.42,-,-,0.46,-,-,2.88,-,-,106.99,-,27.86,-,-,-,1.1,0,1.1,0,0.01,0.01,1.1,0.01,1.11,35.72,36.83,11.95,0.52,12.47,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,59,Orange County,1990,2410.56,1624.23,299.32,1923.55,393.51,-,-,72.04,-,-,465.55,-,-,316.55,56.05,29.72,0.58,402.9,-,-,-,86,31.78,-,-,4.75,-,-,36.53,487.01,316.55,-,165,-,353.08,91.8,-,-,75,-,2.68,-,-,0,-,-,2.68,-,-,56.05,-,0.22,-,-,-,0.42,0,0.42,0,0,0,0.42,0,0.42,29.72,30.14,0.42,0,0.42,0,2054,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,59,Orange County,1995,2614.8,2088.49,522.12,2610.61,357.54,0,357.54,82.41,0,82.41,439.95,0,439.95,285.94,82.92,18.78,0.26,387.9,52.05,169,12.73,28,0.28,0,0.28,0.03,0,0.03,0.31,4.19,285.94,0,110,0.31,286.25,83.75,0,83.75,74,-,2.24,0,2.24,0,0,0,2.24,0,2.24,82.92,85.16,21.58,0,21.58,1.77,29.92,0,29.92,0.93,0,0.93,30.85,0,30.85,18.78,49.63,14.39,0,14.39,0,2049,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,59,Orange County,2000,2846.29,1429.65,1183.88,2613.53,261.94,-,-,234.12,-,-,496.06,-,-,-,-,-,-,-,-,-,-,-,15.71,-,-,1.75,-,-,17.46,232.76,-,-,-,-,-,-,-,-,75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.47,0,0.47,0,0.65,0.65,0.47,0.65,1.12,-,-,-,-,-,-,-,0.18,0.23,0.41,-,21.6,16,37.6,-,-,0,12.7,0,12.7,-
6,California,59,Orange County,2005,2988.072,372.389,2548.306,2920.695,48.93,0,48.93,334.82,0,334.82,383.75,0,383.75,211.46,-,-,-,-,-,131,-,-,4.54,-,-,0.51,-,-,5.05,67.377,211.46,-,72,-,216.51,-,-,-,75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.32,0,0.32,0,0,0,0.32,0,0.32,-,-,-,-,-,-,-,0.01,0.02,0.03,-,-,-,-,-,-,-,-,-,-,-
6,California,59,Orange County,2010,3010.232,2233.06,562.82,2795.88,261.95,12.94,274.89,228.64,0,228.64,490.59,12.94,503.53,314.02,-,-,-,-,-,180,-,-,14.14,-,-,1.88,-,-,16.02,214.352,314.02,-,112,-,330.04,-,-,-,75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.11,0,18.11,0,0,0,18.11,0,18.11,-,-,-,-,-,1.81,-,0.01,0.03,0.04,-,0,0,0,-,-,0,2.4,0,2.4,1.24
6,California,59,Orange County,2015,3169.776,-,-,3149.501,271.87,9.48,281.35,176.19,0,176.19,448.06,9.48,457.54,282.7,-,-,0.41,-,-,145,-,-,1.75,-,-,0.23,-,-,1.98,20.275,282.7,-,90,-,284.68,-,-,-,98,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.11,0,18.11,0,0,0,18.11,0,18.11,-,-,-,-,-,1.81,27,0.01,0.02,0.03,-,1.79,0.75,2.54,2.18,-,0.27,6.77,0,7.04,1.55
6,California,61,Placer County,1985,137.82,43.03,67.09,110.12,11.17,-,-,12.97,-,-,24.14,-,-,14.73,5.55,3.36,0,23.64,-,-,-,-,1.78,-,-,0.29,-,-,2.07,27.7,14.73,-,134,-,16.8,4.37,-,-,75,-,0.67,-,-,0.11,-,-,0.78,-,-,5.55,-,1.85,-,-,-,1.1,0,1.1,0.56,0,0.56,1.66,0,1.66,3.36,5.02,1.08,0,1.08,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,61,Placer County,1990,172.8,53.01,51.16,104.17,16.63,-,-,14.71,-,-,31.34,-,-,11.24,7.27,2.01,0,20.52,-,-,-,87,1.95,-,-,3.05,-,-,5,68.63,11.24,-,108,-,16.24,4.22,-,-,73,-,0,-,-,0,-,-,0,-,-,7.27,-,0,-,-,-,0.02,0,0.02,0,0,0,0.02,0,0.02,2.01,2.03,0.46,0,0.46,0,56,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,61,Placer County,1995,203.5,25.18,142.67,167.85,5.7,0,5.7,32.11,0,32.11,37.81,0,37.81,23.76,6.2,0.66,0,30.62,7.19,225,0,43,2.41,0,2.41,0.27,0,0.27,2.68,35.65,23.76,0,142,2.68,26.44,7.84,0,7.84,75,-,0.15,0,0.15,0,0,0,0.15,0,0.15,6.2,6.35,1.61,0,1.61,0,2.11,0,2.11,0.07,0,0.07,2.18,0,2.18,0.66,2.84,0.82,0,0.82,0,56,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,61,Placer County,2000,248.4,10.98,211.5,222.48,2.9,-,-,56.48,-,-,59.38,-,-,-,-,-,-,-,-,-,-,-,1.75,-,-,0.19,-,-,1.94,25.92,-,-,-,-,-,-,-,-,75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.16,0,0.16,0,0,0,0.16,0,0.16,-,-,-,-,-,-,-,0.74,0.95,1.69,-,29.8,92.4,122.2,-,-,6.8,15.1,17.6,39.5,-
6,California,61,Placer County,2005,317.028,116.43,168.38,284.81,28.08,0,28.08,40.6,0,40.6,68.68,0,68.68,35.37,-,-,-,-,-,241,-,-,8.29,-,-,0.1,-,-,8.39,32.218,35.37,-,124,-,43.76,-,-,-,260,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,0.21,0.27,0.48,-,-,-,-,-,-,-,-,-,-,-
6,California,61,Placer County,2010,348.432,13.75,291.55,305.3,4.03,0,4.03,61.99,0,61.99,66.02,0,66.02,46.03,-,-,-,-,-,216,-,-,2.59,-,-,0.62,-,-,3.21,43.132,46.03,-,151,-,49.24,-,-,-,74,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.01,0,2.01,0,0,0,2.01,0,2.01,-,-,-,-,-,0,-,0.18,0.23,0.41,-,20.94,94.84,115.78,-,-,9.34,9.22,24.14,42.7,0.24
6,California,61,Placer County,2015,375.391,-,-,320.062,3.31,0,3.31,50.76,0,50.76,54.07,0,54.07,34.87,-,-,0.81,-,-,169,-,-,4.99,-,-,1.19,-,-,6.18,55.329,34.87,-,109,-,41.05,-,-,-,112,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.92,0,1.92,0,0,0,1.92,0,1.92,-,-,-,-,-,0,7,0.13,0.17,0.3,-,85.91,44.35,130.26,99.18,-,22.6,5.78,13.93,42.31,3.06
6,California,63,Plumas County,1985,19.19,16.11,2.32,18.43,3.09,-,-,0.53,-,-,3.62,-,-,2.21,0.83,0,0,3.04,-,-,-,-,0.04,-,-,0.02,-,-,0.06,0.76,2.21,-,120,-,2.27,0.59,-,-,79,-,0.02,-,-,0.01,-,-,0.03,-,-,0.83,-,0.22,-,-,-,0.03,0.23,0.26,77.98,0,77.98,78.01,0.23,78.24,0,78.24,27.4,0.7,28.1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,63,Plumas County,1990,19.74,13.86,2.15,16.01,3.03,-,-,1.32,-,-,4.35,-,-,2.48,0.9,0,0,3.38,-,-,-,40,0.19,-,-,0.09,-,-,0.28,3.73,2.48,-,155,-,2.76,0.72,-,-,75,-,0,-,-,0,-,-,0,-,-,0.9,-,0,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
